badge_number,full_name,title,unit,unit_description,first_name,middle_name,last_name
5490,"Welte, Martin J",Police Sergeant,A311A  ,Community Outreach - Outreach Squa~,Martin,J,Welte
4663,"Wenderoth, Catherine A",Strategic Advisor Ii,C100Y  ,Professional Standards Bureau - Ad~,Catherine,A,Wenderoth
5403,"Wenderoth-Tittel, Carrie",Admin Staff Assistant,A200B  ,Emergency Management - Staff Assis~,Carrie,,Wenderoth-Tittel
6454,"Wesson, Paula",Admin Specialist Iii,B711Y  ,Homicide & Assault Unit - Administ~,Paula,,Wesson
6892,"West, Andrew T",Police Officer,B621B  ,Swat - Day Squad 2,Andrew,T,West
8091,"West, Robert J_Jr",Police Student Officer,C125F  ,Training - Field Training Squad,Robert,J_Jr,West
8223,"Westermann, Elizabeth",Parking Enfor Officer,B637F  ,Parking Enforcement - P6 Squad,Elizabeth,,Westermann
6879,"Whalen, Terry S",Police Officer,B122N  ,North Pct 2Nd W - Nora,Terry,S,Whalen
8383,"Wheeler, John D",Police Officer,B252T  ,Southwest Pct 2Nd W - F/W Relief,John,D,Wheeler
7492,"Whicker, Brian M",Police Officer,B181D  ,Crg - Squad 81D,Brian,M,Whicker
7382,"Whigham, Selita",Parking Enfor Officer,B637C  ,Parking Enforcement - P3 Squad,Selita,,Whigham
6404,"White, David D",Police Officer,B121V  ,North Pct 1St W - B/N Relief (John~,David,D,White
8140,"White, Emily M",Executive Assistant,A800Y  ,Hr - Human Resources - Administrat~,Emily,M,White
5212,"White, Steven R",Police Sergeant,B623A  ,Canine - Squad A,Steven,R,White
7493,"Whitehead, Eric F",Police Officer,B122V  ,North Pct 2Nd W - B/N Relief,Eric,F,Whitehead
8280,"Whittler, Chelsea A",Strategic Advisor I,A111A  ,Opa - Investigations - Team A,Chelsea,A,Whittler
8687,"Wicken, Hailey R",Police Officer,B113V  ,West Pct 3Rd W - D/M Relief,Hailey,R,Wicken
8202,"Wieliczkiewicz, Katelyn E",Strategic Advisor I,A100Y  ,Opa - Administration,Katelyn,E,Wieliczkiewicz
6877,"Wight, Julie",Police Officer Detective,B711B  ,Homicide Squad B,Julie,,Wight
8183,"Wigoda, Gabriella","Police Comm, Dispatcher Ii",C314N  ,Comm - 3Rd W (B) - Ca,Gabriella,,Wigoda
6130,"Wilcox, Gary B",Video Specialist Ii,B761V  ,Video Unit,Gary,B,Wilcox
6970,"Wilkes, Andrew T",Police Officer Detective,A810X  ,Hr - Department Unavailable Person~,Andrew,T,Wilkes
8762,"Wilkes, Geoffrey S",Police Officer,B112T  ,West Pct 2Nd W - K/Q Relief,Geoffrey,S,Wilkes
8147,"Willard, Victoria","Police Data Technician, Sr",C521C  ,Data Center - Graveyard Shift,Victoria,,Willard
8661,"Willenberg, Trevor J",Police Officer,B122T  ,North Pct 2Nd W - L/U Relief,Trevor,J,Willenberg
7472,"Williams, Corey M",Police Sergeant,A313A  ,Crisis Response Squad,Corey,M,Williams
8767,"Williams, Elias C",Police Student Officer,C125F  ,Training - Field Training Squad,Elias,C,Williams
6310,"Williams, Joel  T",Police Lieutenant,B240F  ,East Pct - Force Review,Joel,T,Williams
6182,"Williams, Kevin D",Police Officer Detective,B731B  ,Narc - Proactive Squad B,Kevin,D,Williams
8275,"Williams, Michael",Evidence Warehouser,B762C  ,Evidence Warehouse - Squad C,Michael,,Williams
6471,"Williams, Nita  A",Police Data Technician,C521C  ,Data Center - Graveyard Shift,Nita,A,Williams
8836,"Williams, Robert L",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Robert,L,Williams
6081,"Willis, Ron M",Police Officer,B123B  ,North Pct 3Rd W - Boy,Ron,M,Willis
5560,"Willoughby, Tad K",Police Officer,A810X  ,Hr - Department Unavailable Person~,Tad,K,Willoughby
5161,"Wilske, Steven S",Police Captain,B102   ,Patrol Operations - Duty Captains,Steven,S,Wilske
8373,"Wilson, Carl Joseph",Police Officer Detective,A810B  ,Hr - Background Investigations,Carl,Joseph,Wilson
8243,"Wilson, Julie",Admin Specialist Ii,C512A  ,Public Requests - Day Shift,Julie,,Wilson
5003,"Wilson, Ralph N",Police Sergeant,B231S  ,South Pct 1St W - Sam,Ralph,N,Wilson
8514,"Winarski, Matthew M",Police Officer,B233S  ,South Pct 3Rd W - Sam,Matthew,M,Winarski
7486,"Windus, Kaitlyn E",Police Officer Detective,B711F  ,Homicide - Polygraph Detail,Kaitlyn,E,Windus
7670,"Winningham, Noah",Police Officer,B182C  ,Crg - Squad 82C,Noah,,Winningham
5642,"Winsor, Debra A",Police Sergeant,B713F  ,Inv Supp - Fusion Center Assignmen~,Debra,A,Winsor
6288,"Witmer, Don S.",Police Officer Detective,B711B  ,Homicide Squad B,Don,S,Witmer
8464,"Wohlwend, Joseph H",Police Officer,B243C  ,East Pct 3Rd W - Charlie,Joseph,H,Wohlwend
7279,"Woldeyohannes, Elias W",Parking Enfor Officer,B637K  ,Parking Enforcement - P11 Squad,Elias,W,Woldeyohannes
6112,"Wollberg, Laura L",Police Officer,A810X  ,Hr - Department Unavailable Person~,Laura,L,Wollberg
7208,"Wolph, Kelsi N",Police Communications Analyst,C313B  ,Comm - Training Analyst,Kelsi,N,Wolph
7260,"Wong, Annie Wing Ching Ma",Accounting Technician Iii,C501A  ,Fiscal - Squad A,Annie,Wing Ching Ma,Wong
4340,"Wong, Judy S L",Police Data Technician,C521C  ,Data Center - Graveyard Shift,Judy,S L,Wong
5434,"Wong, Susan J",Police Officer,B511S  ,Hls - Special Event Planning/Spoc ~,Susan,J,Wong
7800,"Wood, Heidi L.",Mgmt Systems Analyst Spvsr,A820C  ,Hr - Personnel Records And Benefit~,Heidi,L,Wood
8406,"Wood, Savannah M",Police Officer,B181D  ,Crg - Squad 81D,Savannah,M,Wood
8207,"Woods, Maleka F",Admin Specialist I,B752Y  ,Special Investigations Unit - Admi~,Maleka,F,Woods
7255,"Woodward, Andrea Lois","Police Data Technician, Sr",C521A  ,Data Center - Day Shift,Andrea,Lois,Woodward
8324,"Woodward, Carl",Police Officer,B253F  ,Southwest Pct 3Rd W - Frank,Carl,,Woodward
5286,"Woolery, Randal S",Police Captain,A810X  ,Hr - Department Unavailable Person~,Randal,S,Woolery
7990,"Wooten, Robert A","Police Comm, Dispatcher Ii",C314N  ,Comm - 3Rd W (B) - Ca,Robert,A,Wooten
5481,"Worstman, Mark L",Police Sergeant Detective,B711B  ,Homicide Squad B,Mark,L,Worstman
7793,"Worthen, Nathan K",Police Officer,B252F  ,Southwest Pct 2Nd W - Frank,Nathan,K,Worthen
8441,"Wright, Nicholas P",Police Officer,B253T  ,Southwest Pct 3Rd W - F/W Relief,Nicholas,P,Wright
8768,"Wu, Jing H",Police Student Officer,C125F  ,Training - Field Training Squad,Jing,H,Wu
5473,"Wyatt, Bruce Andrew",Equipment & Facilities Coordinator,A810X  ,Hr - Department Unavailable Person~,Bruce,Andrew,Wyatt
8705,"Xu, Yang",Police Officer Probation,B122N  ,North Pct 2Nd W - Nora,Yang,,Xu
8617,"Yager, Isaac A",Police Officer,B231S  ,South Pct 1St W - Sam,Isaac,A,Yager
7728,"Yahia, Michael A.",Acting Police Officer Detective,B752T  ,Major Crimes Task Force,Michael,A,Yahia
6885,"Yama, Shane Kekoa",Police Officer,B112S  ,West Pct 2Nd W - Special Beats,Shane,Kekoa,Yama
5088,"Yamamoto, Edward Lee",Police Sergeant,B625B  ,Harbor - Squad B,Edward,Lee,Yamamoto
6044,"Yamamoto, Martin W",Manager Ii,C501   ,Fiscal Unit,Martin,W,Yamamoto
7118,"Yee, Gene H",Parking Enfor Officer,A810X  ,Hr - Department Unavailable Person~,Gene,H,Yee
8837,"Yilmaz, Tayfun M",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Tayfun,M,Yilmaz
8044,"Yin, Latsamy P",Admin Specialist Ii,B637Y  ,Parking Enforcement Unit - Adminis~,Latsamy,P,Yin
5893,"Yoon, Thomas S",Police Lieutenant,B713   ,Investigation Support Unit,Thomas,S,Yoon
8798,"Young, Brian W",Police Student Officer,C125F  ,Training - Field Training Squad,Brian,W,Young
5977,"Young, Christopher R",Police Officer Detective,B713A  ,Inv Supp - Investigations Squad,Christopher,R,Young
8564,"Yrene, Robert M",Police Officer,B122J  ,North Pct 2Nd W - John,Robert,M,Yrene
7980,"Yurin, Marina",Police Comm Dispatcher I,C314N  ,Comm - 3Rd W (B) - Ca,Marina,,Yurin
8087,"Zahalka, Anne M",Parking Enfor Officer,B637K  ,Parking Enforcement - P11 Squad,Anne,M,Zahalka
8001,"Zajchowski, Nicholas A",Strategic Advisor Ii,C010A  ,Budget And Finance Administration,Nicholas,A,Zajchowski
6927,"Zech, Noah M",Police Officer,B621D  ,Swat - Night Squad 2,Noah,M,Zech
7383,"Zech, Roxanne M",Police Officer,B242T  ,East Pct 2Nd W - E/G Relief,Roxanne,M,Zech
6167,"Zentner, Chad D",Police Officer,B621D  ,Swat - Night Squad 2,Chad,D,Zentner
7078,"Zentner, Megan Bruneau",Police Officer Detective,B713S  ,Inv Supp - Special Investigations ~,Megan,Bruneau,Zentner
8198,"Zepeda, Katherine M","Police Comm, Dispatcher Ii",C314C  ,Comm - 1St W (C) - Cb,Katherine,M,Zepeda
5310,"Zerr, Eric A",Police Sergeant,A810X  ,Hr - Department Unavailable Person~,Eric,A,Zerr
6698,"Zieger, Kerry J",Police Officer,C121E  ,Training - Advanced - Squad C,Kerry,J,Zieger
7097,"Zielke, Steven L","Police Comm, Dispatcher Iii",C314E  ,Comm - 1St W (E) - Cc,Steven,L,Zielke
6725,"Ziemer, Joshua R",Police Sergeant,B242G  ,East Pct 2Nd W - George,Joshua,R,Ziemer
8573,"Zimmer, Jacob M",Police Officer,B243W  ,East Pct 3Rd W - Charlie Relief,Jacob,M,Zimmer
5857,"Zurcher, Richard J",Police Officer,A810X  ,Hr - Department Unavailable Person~,Richard,J,Zurcher
6810,"Zwaschka, Andrew B",Police Sergeant,B712G  ,Gun Violence Reduction Squad A,Andrew,B,Zwaschka
7966,"Zwerling, Fabienne F",Admin Staff Analyst,B780Y  ,High Risk Victims Section - Admini~,Fabienne,F,Zwerling
6183,"Zylak, Carl John",Acting Police Officer Detective,C181A  ,Force Review Squad,Carl,John,Zylak
